golden_id,source_tweet_id,component_id,text,heuristic_intent,human_intent,difficulty,language_scope,annotator_notes
g0100,284368,246396,Major @115821 fail. How in the world can you mistake a 10 ft cable for 6 stainless steel grapefruit spoons! &amp;I can't return them?! #Amazon https://t.co/M1HlLOOElb,return_wrong_damaged,Return / Wrong or Damaged Item,Easy,in_scope_english_heuristic,heuristic single-pattern match
g0101,534183,471437,@115830 My mum has been trying to contact you for weeks regarding hacking. Her account was hacked and a book was ordered to the value of £90! She contacted you and her account was suspended but shes still not received a refund. We have tried calling but no one has helped!,account_access_security,Account Access / Security,Medium,in_scope_english_heuristic,heuristic multi-pattern match (3 patterns) -- candidate ambiguous/confusable example | Hacked account is the root issue; refund-not-received is a secondary consequence.
g0102,2599086,2430105,"I made an account with @115821, and they offered a free trial for #amazonPrime, long story short, I'm locked out of my account, they are charging me for amazon prime, I can't cancel it or even use it. Nice going @115821 .",account_access_security,Account Access / Security,Hard,in_scope_english_heuristic,"heuristic multi-pattern match (2 patterns) -- candidate ambiguous/confusable example | Genuine toss-up between Account Access (blocking lockout) and Prime Billing (can't cancel, being charged); classified by the access problem since it's what's preventing resolution of the rest."
g0103,440155,385799,"@AmazonHelp help. i cant login into my account. It asks for code, but it never arrives. To log a ticket, i have to sign in! frustrating",account_access_security,Account Access / Security,Easy,in_scope_english_heuristic,heuristic multi-pattern match (2 patterns) -- candidate ambiguous/confusable example
g0104,1096644,988886,@115821 you're like the biggest fucking company how is it that i got hacked a year ago and you still havent fixed it,account_access_security,Account Access / Security,Easy,in_scope_english_heuristic,heuristic multi-pattern match (2 patterns) -- candidate ambiguous/confusable example
g0105,2973819,2797260,Why would Amazon hack my account? Some employee must have been in there hacking people and things.,account_access_security,Account Access / Security,Easy,in_scope_english_heuristic,heuristic single-pattern match
g0106,2690679,2520821,"@AmazonHelp Good morning. I’m facing problems to access my account. I’ve reset the password several times, but the problem remains. Can you help me on this?",account_access_security,Account Access / Security,Easy,in_scope_english_heuristic,heuristic single-pattern match
g0107,18969,14648,"Can't change my new Email address with @115821 ! I'm repeatedly told: ""There was a problem with your Password"".... https://t.co/s4mcgxbdtP",account_access_security,Account Access / Security,Medium,in_scope_english_heuristic,heuristic single-pattern match
g0108,2279472,2118636,@AmazonHelp I can't log into my Amazon card account! I tried to reset my password and says my name isn't found!,account_access_security,Account Access / Security,Easy,in_scope_english_heuristic,heuristic single-pattern match
g0109,160442,131553,@115821 I’ve tried to reset my password at least 10 times and called cust service and she took 15 minutes to send me an email which I never got -but I am not receiving the reset email! How do I place my order? Very frustrated!,account_access_security,Account Access / Security,Easy,in_scope_english_heuristic,heuristic single-pattern match
g0110,1821643,1668942,I’m locked out of my @115821  account and apparently can’t get help unless I sign in. Seriously? What am I supposed to do???,account_access_security,Account Access / Security,Easy,in_scope_english_heuristic,heuristic single-pattern match
g0111,699493,623376,@115821 100s of ppl have been scammed from my Seller Acct that was hacked..called 2x about it 3wks ago. When will you actually do something?,account_access_security,Account Access / Security,Easy,in_scope_english_heuristic,heuristic single-pattern match
g0112,362960,316708,@116090 so what should I do because whatever I try I'm always blocked out of my account,account_access_security,Account Access / Security,Easy,in_scope_english_heuristic,heuristic single-pattern match
g0113,994374,895370,@AmazonHelp hi! My kindle on my win10 is saying my password and email are wrong even though it's the exact password I use for amazon. Help!?,account_access_security,Account Access / Security,Medium,in_scope_english_heuristic,"heuristic single-pattern match | Login issue specific to the Kindle app, but fundamentally an authentication problem."
g0114,2909256,2733932,"@AmazonHelp My account was hacked. Someone changed the email address associated w/ my account &amp; I cannot access my account. I am a Prime member, have both Prime credit cards &amp; use streaming services. I’ve called customer service 3 times since 11/17. Still can’t access account.",account_access_security,Account Access / Security,Easy,in_scope_english_heuristic,heuristic single-pattern match
g0115,2664954,2495223,Get the feeling my amazon account has been hacked @115821 @115830 not happy will be reporting to @79104 @750873 also https://t.co/NZW2VOV58m,account_access_security,Account Access / Security,Easy,in_scope_english_heuristic,heuristic single-pattern match
g0116,96652,75017,"@115830 #Amazon #Prime is a big joke. They want to make a great impression on you when on Prime trial. When it comes to end and you have a paid Prime membership many items marked ""Prime"" arrive within 2-3 days. Not in 1 day (ONE).🤐 Will reconsider my Prime renewal next year.",prime_billing_cancellation,Delivery Issue,Medium,in_scope_english_heuristic,"heuristic multi-pattern match (2 patterns) -- candidate ambiguous/confusable example | Heuristic false positive: 'reconsider my Prime renewal next year' is a future contingent statement, not a current charge/cancel action; core complaint is delivery speed."
g0117,269848,233073,Bro. Amazon Prime Now just cancelled my order for no reason 🙄,prime_billing_cancellation,Order Cancellation Request,Hard,in_scope_english_heuristic,"heuristic multi-pattern match (2 patterns) -- candidate ambiguous/confusable example | Heuristic false positive: 'Prime Now' is a service name here, not a Prime-subscription cancellation -- 'cancel' matched near 'prime' by coincidence. Actual topic is Amazon cancelling the customer's order."
g0118,1229725,1112348,"@115821 prime guaranteed delivery, guaranteed it is not. Canada carrier sucks. going to cancel my prime membership if this continues",prime_billing_cancellation,Prime Membership Billing/Cancellation,Medium,in_scope_english_heuristic,"heuristic multi-pattern match (2 patterns) -- candidate ambiguous/confusable example | Root complaint is delivery, but an explicit 'cancel my prime membership' statement is present, distinguishing it from g0116/g0123."
g0119,608047,541277,@115830 ordered prime item. delivery next day. next day comes... nothing and now parcel is due tomorrow. Why do I pay for premium delivery? Cancelled it and now I have to wait for them to refund something they never sent... thinking I should cancel my prime now. Pointless.,prime_billing_cancellation,Refund Request,Hard,in_scope_english_heuristic,"heuristic multi-pattern match (3 patterns) -- candidate ambiguous/confusable example | Multiple sub-issues (order cancellation, pending refund, future Prime-cancellation musing); the concrete current ask is the refund for the cancelled order."
g0120,2425944,2261605,"Thanks to a slight overlook on my part, just paid $15 S/H on a $10 book. Said free shipping unless you overlook the automatically selected 2 day shipping that comes with an upcharge for non prime sellers.  Sure hope it ends up being a $25 worthy read. Thanks @115821",prime_billing_cancellation,Other / Out of Scope,Medium,in_scope_english_heuristic,heuristic single-pattern match | Shipping-fee-structure gripe with sarcastic tone; no explicit refund/cancellation request.
g0121,1383885,1254117,Wtf Amazon Prime just charged me 😤😡,prime_billing_cancellation,Prime Membership Billing/Cancellation,Easy,in_scope_english_heuristic,heuristic single-pattern match
g0122,2306832,2145234,Fml I forgot to cancel my Amazon Prime 😭😭😭,prime_billing_cancellation,Prime Membership Billing/Cancellation,Medium,in_scope_english_heuristic,"heuristic single-pattern match | Self-inflicted (forgot to cancel), but topically a Prime billing complaint."
g0123,1763857,1610127,@AmazonHelp what’s the issue with packages to PR? Everything is taking forever to ship. Do I have to cancel my prime and stop using amazon? https://t.co/FQbHdTwSrS,prime_billing_cancellation,Delivery Issue,Medium,in_scope_english_heuristic,heuristic single-pattern match | Same pattern as g0116: 'cancel my prime' is rhetorical; the real complaint is shipping delays.
g0124,1439115,1305663,Happy Thursday thanks to @115821 charging my card 3 times for prime membership 🤗🤗,prime_billing_cancellation,Prime Membership Billing/Cancellation,Easy,in_scope_english_heuristic,"heuristic single-pattern match | Per the stated rule, Prime charges belong to the Prime intent even though phrased as 'charged 3 times'."
g0125,2742982,2571941,@AmazonHelp  I'M SO DONE WITH AMAZON. cancelling my prime when I get home.,prime_billing_cancellation,Prime Membership Billing/Cancellation,Easy,in_scope_english_heuristic,heuristic single-pattern match
g0126,1705433,1554749,Yo @115821 don’t automatically re-enroll me in prime &amp; charge me $50 because I accidentally clicked the wrong button while checking out wtf,prime_billing_cancellation,Prime Membership Billing/Cancellation,Easy,in_scope_english_heuristic,heuristic single-pattern match
g0127,1345566,1219833,Looollll I forgot to cancel my Amazon prime membership 🙃🙃🙃 a whole £39 garnnn 😭,prime_billing_cancellation,Prime Membership Billing/Cancellation,Easy,in_scope_english_heuristic,heuristic single-pattern match
g0128,1225199,1108198,"@AmazonHelp My bank account was charged £74 for prime service that I didn't request or authorised
Many emails &amp; problem remains. Any help?!!",prime_billing_cancellation,Prime Membership Billing/Cancellation,Easy,in_scope_english_heuristic,"heuristic single-pattern match | Per the stated rule, Prime charges go to the Prime intent even though 'didn't request or authorised' echoes Unauthorized-Charge language."
g0129,1453744,1319257,@AmazonHelp Hi. I cancelled my prime subscription about 2 days ago but I was charged today my prime annual subscription.,prime_billing_cancellation,Prime Membership Billing/Cancellation,Easy,in_scope_english_heuristic,heuristic single-pattern match
g0130,1254177,1135338,hating on @115821 everyone refrain from using @115821 suspended my prime 8 days after renewing it and tried to charge me again,prime_billing_cancellation,Prime Membership Billing/Cancellation,Easy,in_scope_english_heuristic,heuristic single-pattern match
g0131,2450910,2285707,"@115851 upgraded shipping 4 #NikonD850 delivery changed from 11/6-19 2 12/10-22, called &amp; sent CS e-✉️, now order cancelled by @115821 👎😡",order_cancellation,Order Cancellation Request,Medium,in_scope_english_heuristic,heuristic multi-pattern match (2 patterns) -- candidate ambiguous/confusable example | Order cancelled by Amazon; topic centers on that cancellation event.
g0132,1877680,1723539,@115821 refer order 4__credit_card__. Instead of replacement of incomplete order you cancelled my order. Now u want me to pay extra money.,order_cancellation,Order Cancellation Request,Medium,in_scope_english_heuristic,"heuristic multi-pattern match (2 patterns) -- candidate ambiguous/confusable example | Also touches payment, but the core dispute is the cancellation itself vs. a promised replacement."
g0133,445498,390531,@115830 I sent a query via email yest and received an email back saying they will respond within 6 hours but it's been 24 hours and nothing? I ordered something that hasn't been delivered yet but just realised I ordered the wrong thing can I cancel the order before delivery?,order_cancellation,Order Cancellation Request,Easy,in_scope_english_heuristic,heuristic multi-pattern match (2 patterns) -- candidate ambiguous/confusable example
g0134,1570798,1427514,@AmazonHelp My order's expected delevry date: 12Oct not arrived YET. Contacted customer care &amp; after assuring have not cancelled the order,order_cancellation,Delivery Issue,Hard,in_scope_english_heuristic,heuristic multi-pattern match (2 patterns) -- candidate ambiguous/confusable example | Heuristic false positive: 'cancelled' appears only to confirm the order was NOT cancelled; actual issue is non-delivery.
g0135,2470113,2304673,"@115850 Fraud policy of Amazon to receive payment of items booked at extremely low price and then cancelling the order after a few days...welcome to policy of loot Amazon. showing true colors.
@118702 don't you copy this policy please.",order_cancellation,Order Cancellation Request,Medium,in_scope_english_heuristic,heuristic single-pattern match | Complaint about Amazon's order-cancellation practice after price changes.
g0136,2725051,2554302,@AmazonHelp I have received commitment from your team the I will receive a product on time after confirming the same from seller. Now seller has cancelled my order at last moment. Very Bad Experience. Order #   171-2386244-1015509. Kindly resolve the issue asap,order_cancellation,Order Cancellation Request,Easy,in_scope_english_heuristic,heuristic single-pattern match
g0137,231314,196846,I want to cancel my order tracking ID-15227156442. But i cant see any cancel option over there.@118919 @115850 @AmazonHelp,order_cancellation,Order Cancellation Request,Easy,in_scope_english_heuristic,heuristic single-pattern match
g0138,579876,514458,"@115821 has done fraud to me by not refunding money of cancelled order worth 13999/- rupees. Now I can't trust this company. I have complained everywhere, let's see what will happen.",order_cancellation,Refund Request,Hard,in_scope_english_heuristic,"heuristic single-pattern match | Cancellation already happened; the unresolved, live complaint is the missing refund for it."
g0139,2310809,2149166,@AmazonHelp @115850 Cancel my order.,order_cancellation,Order Cancellation Request,Easy,in_scope_english_heuristic,heuristic single-pattern match
g0140,1611876,1467238,@117795 any reason you have cancelled my order twice this morning? Now I’m gonna have to go to the shops.,order_cancellation,Order Cancellation Request,Easy,in_scope_english_heuristic,heuristic single-pattern match
g0141,348179,304215,@8623 @115850 @AmazonHelp shitty service from amazon. Cancelled order twice &amp; stupid reason. Order#404-9941761-3189121 https://t.co/1aDQCrlFsX,order_cancellation,Order Cancellation Request,Easy,in_scope_english_heuristic,heuristic single-pattern match
g0142,1652970,1506028,"@115850 bad service by amazon, no order cancellation, no customer care response",order_cancellation,Order Cancellation Request,Medium,in_scope_english_heuristic,heuristic single-pattern match | Ambiguous phrasing ('no order cancellation') but clearly cancellation-topic.
g0143,1124638,1015437,"@115850 want cancel the order, but cancel button not found... https://t.co/3HQQfZKgE7",order_cancellation,Order Cancellation Request,Easy,in_scope_english_heuristic,heuristic single-pattern match
g0144,710021,633502,"@115850 threatened by courier agent to cancel the order, order was cancelled without any info, ID 4__credit_card__ 1/2",order_cancellation,Order Cancellation Request,Medium,in_scope_english_heuristic,heuristic single-pattern match | Unusual detail (courier agent threat) but core topic is an unwanted cancellation.
g0145,857771,768085,@115830 How do I escalate a complaint? Waiting for updates on a complaint about cancelled orderl &amp; I am pretty furious about the response.,order_cancellation,Order Cancellation Request,Medium,in_scope_english_heuristic,"heuristic single-pattern match | Immediate question is about escalation process, but the underlying topic is a cancelled order."
g0146,400312,350886,@115850  Ordered OnePlus5 from amazon and it has been delivered to some wrong address. Didn't expected such a big mistake from Amazon. 😣,address_redirect,Address / Delivery Redirect Issue,Easy,in_scope_english_heuristic,heuristic multi-pattern match (2 patterns) -- candidate ambiguous/confusable example
g0147,1055408,951626,@AmazonHelp I contacted you yesterday to say 4 packages were delivered to the wrong address. They are still here. https://t.co/69WUx7R5ds,address_redirect,Address / Delivery Redirect Issue,Easy,in_scope_english_heuristic,heuristic multi-pattern match (2 patterns) -- candidate ambiguous/confusable example
g0148,99950,77685,@AmazonHelp ..my first parcel was delivered to the wrong address so you were sending another one out today! Said it's deliverd to my address again but still received nothing? This is very poor service! Are your delivery drivers so stupid they can't put in the right postcode?,address_redirect,Address / Delivery Redirect Issue,Easy,in_scope_english_heuristic,heuristic multi-pattern match (2 patterns) -- candidate ambiguous/confusable example
g0149,2710405,2539920,@115821 your delivery partners are horrible. Over the past several months we have order multiple items and they are delivered to the wrong address. Your cust service has been horrible as well. In the last week there have been 11 pkgs missing or delivered wrong in our complex.,address_redirect,Address / Delivery Redirect Issue,Easy,in_scope_english_heuristic,heuristic multi-pattern match (2 patterns) -- candidate ambiguous/confusable example
g0150,601305,534779,@AmazonHelp Amazon delivered my package to the wrong address.  They replaced the item but now want me to send back the original that I never got.  What do I do?,address_redirect,Address / Delivery Redirect Issue,Medium,in_scope_english_heuristic,heuristic multi-pattern match (2 patterns) -- candidate ambiguous/confusable example | Root cause is a wrong-address delivery; also touches a return-related complication (send back an item never received).
g0151,1110755,1002368,"#amazon @115821 SHAME ON YOU that you take the money and argue when you deliver to a wrong address. Take ownership of what you have on your website. People buy because of your name not a guy in China. I cannot track him, I paid you so you owe me an answer.",address_redirect,Address / Delivery Redirect Issue,Medium,in_scope_english_heuristic,heuristic multi-pattern match (2 patterns) -- candidate ambiguous/confusable example
g0152,490501,430863,Is there anyway that I can change my delivery address as I ordered a parcel today to come tomorrow however I put the wrong address in @AmazonHelp,address_redirect,Address / Delivery Redirect Issue,Easy,in_scope_english_heuristic,heuristic multi-pattern match (2 patterns) -- candidate ambiguous/confusable example
g0153,919087,825163,@AmazonHelp my package was shipped to wrong address. Requested change via chat last night but the delivery notification still had wrong one,address_redirect,Address / Delivery Redirect Issue,Easy,in_scope_english_heuristic,heuristic multi-pattern match (2 patterns) -- candidate ambiguous/confusable example
g0154,229116,194867,DEAR AMAZON HOW TO CHANGE THE ADDRESS OF MY ORDER WHICH I JUST BOOKED .IM UNABLE EDIT THE SHIPPING ADDRESS @115850 https://t.co/UWV1oko2Yb,address_redirect,Address / Delivery Redirect Issue,Easy,in_scope_english_heuristic,heuristic single-pattern match
g0155,1213380,1097102,this is the second time @115821 has shipped my package to the wrong address??? omg.,address_redirect,Address / Delivery Redirect Issue,Easy,in_scope_english_heuristic,heuristic single-pattern match
g0156,2968408,2791852,"Dear oh dear @115830 website UX is really bad. Click on ‘tell us where to leave your package’ only one option ‘provide access code’. 
So how do I change address or leave instructions??? #UX #CustomerServices #AmazonFail",address_redirect,Address / Delivery Redirect Issue,Medium,in_scope_english_heuristic,"heuristic single-pattern match | Framed as a UX complaint, but the explicit ask is how to change the address/instructions."
g0157,2291306,2130179,@AmazonHelp 1. My Oder is going to the wrong address after selecting a new one. 2. My white gloves on order is apparently double cream. Help,address_redirect,Address / Delivery Redirect Issue,Hard,in_scope_english_heuristic,heuristic single-pattern match | Two separate numbered issues (wrong address; wrong item colour) bundled in one message -- genuine multi-intent case; address chosen as primary since listed first and is the more systemic issue.
g0158,2569447,2401222,@AmazonHelp I just canceled a $500+ order because your entire CS team is beyond inept because your logistics sent to wrong address #worst,address_redirect,Order Cancellation Request,Hard,in_scope_english_heuristic,"heuristic single-pattern match | Root cause is a wrong-address delivery, but the concrete event described is the customer cancelling their own order because of it."
g0159,2507138,2340573,ever wonder why your @115821 packages go missing? they leave them at the WRONG address outside a closed office for anyone to take 🤗 https://t.co/Uaj0d4YPIZ,address_redirect,Address / Delivery Redirect Issue,Easy,in_scope_english_heuristic,heuristic single-pattern match
g0160,1708,1118,"@115821 being charged for amazon prime &amp; when I go to cancel it, it’s saying I’m not a member😠😠😠",unauthorized_nonprime_charge,Prime Membership Billing/Cancellation,Easy,in_scope_english_heuristic,"heuristic multi-pattern match (2 patterns) -- candidate ambiguous/confusable example | Entirely about a Prime charge/cancellation confusion; per the stated rule, Prime charges go to the Prime intent."
g0161,567544,502672,Payment for the prime membership... Not to have on file so someone without my authority can make purchases.  Speaking of prime you guys also double charged me for one prime membership. https://t.co/XKbT33HHcY,unauthorized_nonprime_charge,Prime Membership Billing/Cancellation,Hard,in_scope_english_heuristic,"heuristic multi-pattern match (2 patterns) -- candidate ambiguous/confusable example | Garbled message with two concerns (payment-method security, double Prime charge); the explicit 'double charged...for one prime membership' clause makes Prime the defensible primary per the stated rule."
g0162,2277124,2116558,".@115821 Thanks for charging me $80 by a sneaky behind the scenes policy I couldn't see. Also, the item I ordered on Amazon Prime for ""1 Day Delivery"" was delayed 3 days, yet I'm still getting charged for Prime. Do the math on that? #Sketchy",unauthorized_nonprime_charge,Prime Membership Billing/Cancellation,Medium,in_scope_english_heuristic,"heuristic multi-pattern match (3 patterns) -- candidate ambiguous/confusable example | The $80 charge amount is unclear, but the complaint is explicitly tied to being charged for Prime despite a service failure -- Prime rule applies."
g0163,1554978,1412919,I forgot to cancel my Amazon Prime subscription &amp; it charged me $99. I’m so hurt 💔,unauthorized_nonprime_charge,Prime Membership Billing/Cancellation,Easy,in_scope_english_heuristic,heuristic multi-pattern match (2 patterns) -- candidate ambiguous/confusable example | Per the stated rule.
g0164,830773,743224,.@AmazonHelp I was charged for a prime fee for a membership I don't have?! It sent my cc into overdraft and charged me MORE MONEY!,unauthorized_nonprime_charge,Prime Membership Billing/Cancellation,Easy,in_scope_english_heuristic,heuristic multi-pattern match (2 patterns) -- candidate ambiguous/confusable example | Per the stated rule.
g0165,2495186,2328909,I just preordered Dunkirk and amazon told me I had a 30 day free amazon prime trial but charged me $107 FOR AN amAZON PRIMe ACCouNT!!,unauthorized_nonprime_charge,Prime Membership Billing/Cancellation,Easy,in_scope_english_heuristic,heuristic multi-pattern match (2 patterns) -- candidate ambiguous/confusable example | Per the stated rule.
g0166,2742924,2571885,@115830 awful customer service. Been charged for prime 3 times and nobody willing to resolve my issue. Will never shop with Amazon again #amazon #amazonuk #awful #neveragain #avoid,unauthorized_nonprime_charge,Prime Membership Billing/Cancellation,Easy,in_scope_english_heuristic,heuristic multi-pattern match (2 patterns) -- candidate ambiguous/confusable example | Per the stated rule.
g0167,2669956,2500140,@173744 why do I keep getting charged for prime when I don’t have an account?,unauthorized_nonprime_charge,Prime Membership Billing/Cancellation,Easy,in_scope_english_heuristic,heuristic multi-pattern match (2 patterns) -- candidate ambiguous/confusable example | Per the stated rule.
g0168,487843,428347,@115821 still hasn’t refunded me my money for the unauthorized charges that was made to my account,unauthorized_nonprime_charge,Unauthorized / Non-Prime Charge,Easy,in_scope_english_heuristic,heuristic single-pattern match | No Prime mention -- true positive for this bucket.
g0169,968227,870684,Just checked my bank account. Turns out amazon prime didn’t realize I just wanted a month membership &amp; charged me for a whole year,unauthorized_nonprime_charge,Prime Membership Billing/Cancellation,Easy,in_scope_english_heuristic,heuristic single-pattern match | Per the stated rule.
g0170,1595329,1450863,@AmazonHelp last month my card was charged for prume when even though its canceled and it did it again this month,unauthorized_nonprime_charge,Prime Membership Billing/Cancellation,Easy,in_scope_english_heuristic,heuristic single-pattern match | Per the stated rule (typo 'prume' = prime).
g0171,1246885,1128654,@116618 - I got charged for a tv episode that is included with prime. How can I dispute this?,unauthorized_nonprime_charge,Unauthorized / Non-Prime Charge,Hard,in_scope_english_heuristic,"heuristic single-pattern match | Genuinely subtle: charge is for a piece of Prime-included content, not the Prime subscription fee itself -- classified as a content billing error, not Prime-subscription billing. Flagged as a taxonomy boundary worth refining."
g0172,1231200,1113733,@AmazonHelp and am I charged for football manager when the game is officially launched or when the beta gets launched? Thanks,unauthorized_nonprime_charge,Other / Out of Scope,Medium,in_scope_english_heuristic,"heuristic single-pattern match | Heuristic false positive: this is a pre-purchase timing question ('when will I be charged'), not a dispute of an actual charge."
g0173,1912034,1757931,".@115821 @115851 Do No Evil

So never realized they my kids Amazon Kindle Fire had free access to the free apps only for one year. 

Today I get charged $5.33 PER MONTH to access the FREE content that any other Android and iPhone can access elsewhere.

Done with you guys.",unauthorized_nonprime_charge,Unauthorized / Non-Prime Charge,Medium,in_scope_english_heuristic,heuristic single-pattern match | No Prime mention; ongoing charge for content that was previously free.
g0174,2347746,2185696,"Yoh @115830, I just got charged TWICE for a recent order... wtf. This is unacceptable. @AmazonHelp https://t.co/lYtzCIjuBl",unauthorized_nonprime_charge,Unauthorized / Non-Prime Charge,Easy,in_scope_english_heuristic,heuristic single-pattern match
g0175,2226420,2067241,@117795 why have you charged me for 7 months access when I cancelled my membership in April,unauthorized_nonprime_charge,Unauthorized / Non-Prime Charge,Medium,in_scope_english_heuristic,"heuristic single-pattern match | 'Membership' type is unspecified and not explicitly named Prime -- kept as non-Prime charge on that literal basis, flagged as an interpretive call."
g0176,1772687,1618410,@AmazonHelp u charged me twice for the same thing shall i sue?,unauthorized_nonprime_charge,Unauthorized / Non-Prime Charge,Easy,in_scope_english_heuristic,heuristic single-pattern match
g0177,1095322,987655,It looks like amazon charged me $16 for no reason and now I have $10 in my bank account excuse me? What? Why?,unauthorized_nonprime_charge,Unauthorized / Non-Prime Charge,Easy,in_scope_english_heuristic,heuristic single-pattern match
g0178,1702163,1551653,ive been charged for something i never asked for?@AmazonHelp,unauthorized_nonprime_charge,Unauthorized / Non-Prime Charge,Easy,in_scope_english_heuristic,heuristic single-pattern match
g0179,2578555,2410270,@115830 not understand my query at all. Amazon have overcharged me for my order and I need this sorted out ASAP with an English rep pls!,unauthorized_nonprime_charge,Unauthorized / Non-Prime Charge,Easy,in_scope_english_heuristic,heuristic single-pattern match
g0180,1238953,1121105,@4822 hi I'm being charged for seller repayment but do not have a sellers account (I've tried logging in and it just says I don't-,unauthorized_nonprime_charge,Unauthorized / Non-Prime Charge,Hard,in_scope_english_heuristic,heuristic single-pattern match | Truncated/garbled text; combines a billing dispute (seller repayment charge) with an account-login mention -- charge dispute chosen as the stated primary complaint.
g0181,1843539,1690622,"I wonder if amazon is half as tired of me, as I am of them? Can you imagine I cancelled a subscription but they left the automatic renewal on, which means they double charged me? How can you cancel something but still be charged?",unauthorized_nonprime_charge,Unauthorized / Non-Prime Charge,Medium,in_scope_english_heuristic,heuristic single-pattern match | Subscription type unspecified/not named Prime.
g0182,1573563,1430183,So Amazon customer service is really terrible now. They placed an unauthorized charge on my account and after 30 mins refused to remove it.,unauthorized_nonprime_charge,Unauthorized / Non-Prime Charge,Easy,in_scope_english_heuristic,heuristic single-pattern match
g0183,1724923,1573678,@115821 my card was charged twice for an order I did last week. Help!,unauthorized_nonprime_charge,Unauthorized / Non-Prime Charge,Easy,in_scope_english_heuristic,heuristic single-pattern match
g0184,2104407,1949418,@115823 i have made payment on redbus for my booking but amount was deducted twice from my bank account...,unauthorized_nonprime_charge,Unauthorized / Non-Prime Charge,Medium,in_scope_english_heuristic,"heuristic single-pattern match | Third-party merchant (redbus), likely via Amazon Pay -- kept as a charge dispute since that's the substance of the complaint to AmazonHelp."
g0185,2129011,1972628,"@116875 tengo problemas con mi cuenta, me gustaría saber como hablar con un ejecutivo o algo así porque en la pagina no veo ninguna opción.",non_english_out_of_scope,Unsupported Language,Easy,out_of_scope_non_english_heuristic,sampled from out_of_scope_non_english pool (heuristic non-English marker matched) | Confirmed Spanish.
g0186,2958629,2782191,"Los envíos que no llegan en un día, o tienen ""problemas en la red de distribución"" de @116928 comienzan a ser demasiados. Más teniendo en cuenta que soy usuario prime...",non_english_out_of_scope,Unsupported Language,Easy,out_of_scope_non_english_heuristic,sampled from out_of_scope_non_english pool (heuristic non-English marker matched) | Confirmed Spanish.
g0187,250686,215345,"@116875 Hola compré 2 viniles pero llegaron maltratados y a la hora de reproducirlos la aguja se salta 
Donde solicito el cambio ?",non_english_out_of_scope,Unsupported Language,Easy,out_of_scope_non_english_heuristic,sampled from out_of_scope_non_english pool (heuristic non-English marker matched) | Confirmed Spanish.
g0188,1714218,1563166,Hola @116928 me explicáis para qué pago Prime si hago un pedido el 13 y me llega el 18? Lo de entrega en un día es para reíros de mí? https://t.co/7vSEa8gJfD,non_english_out_of_scope,Unsupported Language,Easy,out_of_scope_non_english_heuristic,sampled from out_of_scope_non_english pool (heuristic non-English marker matched) | Confirmed Spanish.
g0189,1178086,1064931,@AmazonHelp hay forma de que uds tengan cuenta con DHL???,non_english_out_of_scope,Unsupported Language,Easy,out_of_scope_non_english_heuristic,sampled from out_of_scope_non_english pool (heuristic non-English marker matched) | Confirmed Spanish.
g0190,93659,72317,"Coucou @120533 - pourriez vous me dire ce que vous entendez par ""Le colis a été livré à un résident"" avec Amazon Logistics ? Parce que là j'ai un peu peur pour mes commandes en cours à 100 euros et plus... (cc @136301 ) https://t.co/kBN3bxCaNE",non_english_out_of_scope,Unsupported Language,Easy,out_of_scope_non_english_heuristic,sampled from out_of_scope_non_english pool (heuristic non-English marker matched) | Confirmed French.
g0191,2899535,2724379,"• Vcs que querem comprar na internet, comprem na @117086 
MELHOR LUGAR 😍 tudo baratinho e a entrega é na velocidade da luz",non_english_out_of_scope,Unsupported Language,Easy,out_of_scope_non_english_heuristic,sampled from out_of_scope_non_english pool (heuristic non-English marker matched) | Confirmed Portuguese.
g0192,2855191,2681451,"a @115821 me manda livro com defeito (conhecido). Pergunto como faço pra trocar, ela já manda copia nova desde que eu mande o velho de volta. Ok, mas o livro é caro, eu só perguntei ""ok, fique com o livro estragado gratuitamente"".

Hoje o livro novo chega: com o mesmo defeito.",non_english_out_of_scope,Unsupported Language,Easy,out_of_scope_non_english_heuristic,sampled from out_of_scope_non_english pool (heuristic non-English marker matched) | Confirmed Portuguese.
g0193,1733069,1580925,@116928 No sé para que soy Prime si @137864 no entrega el  paquete y dice que estoy ausente cuando llevo TODO el día en mi oficina,non_english_out_of_scope,Unsupported Language,Easy,out_of_scope_non_english_heuristic,sampled from out_of_scope_non_english pool (heuristic non-English marker matched) | Confirmed Spanish.
g0194,1774003,1619694,@123813 con quien puedo hablar para ofrecer mis servicios. Tengo anuncios espectaculares que estoy seguro les serán de gran ayuda,non_english_out_of_scope,Unsupported Language,Easy,out_of_scope_non_english_heuristic,"sampled from out_of_scope_non_english pool (heuristic non-English marker matched) | Confirmed Spanish (reads as an unrelated marketing pitch, but language rule takes precedence)."
g0195,1358061,1231722,"Vaya mierda el servicio al cliente de @116875, llamé para que me cancelaran una suscripción de prime que ya había cancelado, (1/2)",non_english_out_of_scope,Unsupported Language,Easy,out_of_scope_non_english_heuristic,sampled from out_of_scope_non_english pool (heuristic non-English marker matched) | Confirmed Spanish.
g0196,989706,890815,@116928 cómo puedo contactar con alguien que me resuelva un problema de mi pedido?,non_english_out_of_scope,Unsupported Language,Easy,out_of_scope_non_english_heuristic,sampled from out_of_scope_non_english pool (heuristic non-English marker matched) | Confirmed Spanish.
